market,model,ensemble_method,IC,ICIR,RankIC,RankICIR,AR,STD,MDD,Sharpe,Sortino,Calmar,num_test_days,seeds,pred_paths
csi300,MATCC,avg_none,0.03973666873579,0.2252645004476159,0.0537656764215239,0.3028110698011944,0.113572044245736,0.1836428568232023,-0.3120703337740298,0.5857723420218491,0.9187608362813372,0.3639309218285824,727,"0,1,2,3,4",results/_cache/csi300_scores/csi300__avg_none.pkl
csi300,MATCC,avg_zscore,0.0379658966701297,0.2159430509033179,0.0524636537062283,0.2976273025822979,0.0998011722452765,0.1763151005769039,-0.3045745361627862,0.5395420508570407,0.8340221892736427,0.327674051490423,727,"0,1,2,3,4",results/_cache/csi300_scores/csi300__avg_zscore.pkl
csi300,MATCC,avg_rank,0.0349143136178011,0.2058027045318554,0.0517341015023267,0.2937178694540945,0.0883460912897356,0.1769007539165318,-0.3200331252138334,0.4785688844658551,0.7464803239980378,0.276052959301342,727,"0,1,2,3,4",results/_cache/csi300_scores/csi300__avg_rank.pkl
sp500,MATCC,avg_none,0.0014759639660595,0.0122181175400973,0.0014214064727191,0.0116696502766872,0.1280205354936778,0.2052702794501002,-0.2317208898903456,0.5868572813256672,0.8531846126860141,0.5524773168023797,752,"0,1,2,3,4",results/_cache/sp500_scores/sp500__avg_none.pkl
sp500,MATCC,avg_zscore,0.0005992994858686,0.0050807297513621,0.0009351964231884,0.0078348247613691,0.1046807907563514,0.2007794555233422,-0.2204679607504535,0.4958496168525031,0.7155224588019214,0.4748118066680858,752,"0,1,2,3,4",results/_cache/sp500_scores/sp500__avg_zscore.pkl
sp500,MATCC,avg_rank,-0.0013356250213846,-0.0119480885860279,0.00034723022464,0.002887633386735,0.0830062030742126,0.1867957797317518,-0.2334521927196625,0.4268870302850641,0.6113546122889947,0.3555597491169825,752,"0,1,2,3,4",results/_cache/sp500_scores/sp500__avg_rank.pkl
