datetime,daily_ret_gross,cost,daily_ret_net,bench_ret,nav,bench_nav
2023-01-03,0.0,0.0,0.0,-0.0040005445,1.0,0.9959994554519653
2023-01-04,-3.9362930692732333e-17,0.00047499149960871575,-0.0004749914996087551,0.0075389147,0.9995250085003913,1.0035082103684232
2023-01-05,0.003101669850651651,0.00033303522657944333,0.002768634624072208,-0.011645496,1.0022923280465517,0.9918218596274199
2023-01-06,0.020864488253959083,0.00032676100432828037,0.020537727249630804,0.022840738,1.0228771345043692,1.0144758031599264
2023-01-09,-0.0043255165514516,0.0002824703849797474,-0.004607986936431348,-0.0007676482,1.0181637300309987,1.0136970426153344
2023-01-10,0.006257992938264461,0.00026874017538579514,0.005989252762878666,0.0069782734,1.0242617699641496,1.020770897715086
2023-01-11,0.007481636331333388,0.00032835042685841226,0.0071532859044749755,0.01284945,1.0315886072457268,1.033887242440434
2023-01-12,0.00777422597570935,0.00032913142989558514,0.007445094545813765,0.0034159422,1.0392688819590556,1.037418941493737
2023-01-13,-0.0002507991939033472,0.00033164181180272924,-0.0005824410057060764,0.003996849,1.0386635691462485,1.0415653484149332
2023-01-17,-0.002165471150953306,0.0003441554380330988,-0.002509626588986405,-0.0020304918,1.0360569114361076,1.039450458485692
2023-01-18,-0.01733178584856537,0.0003289455560072331,-0.017660731404572604,-0.015562594,1.0177593886033833,1.0232739130827337
2023-01-19,-0.0028260648463118427,0.0003228438171588035,-0.0031489086634706462,-0.007638335,1.0145545572472816,1.015457803904575
2023-01-20,0.009125144440775893,0.000333761303937789,0.008791383136838105,0.018918395,1.0234738950732676,1.0346686357877495
2023-01-23,0.009038777445053683,0.0003205192011535351,0.008718258243900148,0.0118813515,1.0323968047964065,1.0469618975055093
2023-01-24,0.005063066021888591,0.000325485377871318,0.0047375806440172735,-0.00071150064,1.0372878679157553,1.0462169834404746
2023-01-25,0.0015385934732798647,0.0003223118249805125,0.0012162816482993522,-0.00018173456,1.038549502113505,1.0460268496553156
2023-01-26,0.009469121246909096,0.00032358415900003327,0.009145537087909062,0.011007786,1.0480475951027135,1.0575412891543565
2023-01-27,0.0021339609247512156,0.00032678608399700057,0.0018071748407542149,0.002494812,1.049941600348496,1.0601796558654273
2023-01-30,-0.008413851027995491,0.0003184877081719451,-0.008732338736167437,-0.012968779,1.0407731546410592,1.0464304206214392
2023-01-31,0.012435759167915674,0.0003507012111112834,0.01208505795680439,0.014642477,1.0533509585347824,1.0617527540246607
2023-02-01,0.0068238124371461885,0.00033140901970107314,0.006492403417445116,0.0104522705,1.0601897378977427,1.0728504810221413
2023-02-02,0.019402193609061327,0.00033951222658957527,0.019062681382471754,0.01469934,1.0803997970762536,1.0886206748687721
